L,method,method_label,energy,exact_energy,abs_delta_e,elapsed_s,gap_closure,gate_pass,gate_reason
2,exact,Exact (Sector),-0.8360571181551808,-0.8360571181551808,0.0,0.0,,True,reference_only
2,hf,Hartree-Fock Ref,4.5,-0.8360571181551808,5.336057118155181,0.0,0.0,True,reference_only
2,hardcoded_vqe,Hardcoded VQE (UCCSD),-0.8360571008163504,-0.8360571181551808,1.733883037147166e-08,0.10229762503877282,0.9999999967506287,False,tol
2,qiskit_vqe,Qiskit VQE (UCCSD),-0.8360571175951912,-0.8360571181551808,5.599896102381763e-10,1.884705999866128,0.9999999998950554,True,ok
2,adapt_uccsd_fixed,ADAPT-UCCSD (Fixed Sequence),-0.507936507927326,-0.8360571181551808,0.32812061022785477,8.401312165893614,0.9385087897370006,False,timeout/cap
2,adapt_uccsd_adapt,ADAPT-UCCSD (Adaptive),-0.5079365079364111,-0.8360571181551808,0.3281206102187697,17.66972095798701,0.9385087897387031,False,timeout/cap
2,adapt_cse_adapt,ADAPT-CSE (Adaptive),-0.5063129706939993,-0.8360571181551808,0.3297441474611815,2.9069432080723345,0.93820453189317,True,ok
3,exact,Exact (Sector),-1.2360679774997887,-1.2360679774997887,0.0,0.0,,True,reference_only
3,hf,Hartree-Fock Ref,4.0,-1.2360679774997887,5.236067977499789,0.0,0.0,True,reference_only
3,hardcoded_vqe,Hardcoded VQE (UCCSD),-1.2360679739525189,-1.2360679774997887,3.547269811221554e-09,4.402359250001609,0.9999999993225317,True,ok
3,qiskit_vqe,Qiskit VQE (UCCSD),-1.2360679395459395,-1.2360679774997887,3.7953849174598986e-08,49.62580508319661,0.9999999927514599,True,ok
3,adapt_uccsd_fixed,ADAPT-UCCSD (Fixed Sequence),-1.2213997768864533,-1.2360679774997887,0.014668200613335403,367.0021732081659,0.997198622959754,False,timeout/cap
3,adapt_uccsd_adapt,ADAPT-UCCSD (Adaptive),-0.4844353317658495,-1.2360679774997887,0.7516326457339392,3.7535782079212368,0.8564509381918219,False,timeout/cap
3,adapt_cse_adapt,ADAPT-CSE (Adaptive),-0.4844353317589021,-1.2360679774997887,0.7516326457408866,3.370349499862641,0.8564509381904951,False,timeout/cap
