L,method,method_label,energy,exact_energy,abs_delta_e,elapsed_s,gap_closure,gate_pass,gate_reason
2,exact,Exact (Sector),-0.8360571181551808,-0.8360571181551808,0.0,0.0,,True,reference_only
2,hf,Hartree-Fock Ref,4.5,-0.8360571181551808,5.336057118155181,0.0,0.0,True,reference_only
2,hardcoded_vqe,Hardcoded VQE (UCCSD),-0.8360571107052652,-0.8360571181551808,7.449915573332078e-09,0.3009035410359502,0.9999999986038539,True,ok
2,qiskit_vqe,Qiskit VQE (UCCSD),-0.8360571175951912,-0.8360571181551808,5.599896102381763e-10,4.654921957757324,0.9999999998950554,True,ok
2,adapt_uccsd_fixed,ADAPT-UCCSD (Fixed Sequence),-0.02082126306425465,-0.8360571181551808,0.8152358550909261,6.888463083188981,0.8472213027260893,False,failed_fixed_uccsd_gate
2,adapt_uccsd_adapt,ADAPT-UCCSD (Adaptive),-0.5079365079354446,-0.8360571181551808,0.32812061021973615,8.158407417126,0.938508789738522,False,failed_adaptive_uccsd_gate
2,adapt_cse_adapt,ADAPT-CSE (Adaptive),-0.5063129706939993,-0.8360571181551808,0.3297441474611815,5.661973457783461,0.93820453189317,True,ok
3,exact,Exact (Sector),-1.2360679774997887,-1.2360679774997887,0.0,0.0,,True,reference_only
3,hf,Hartree-Fock Ref,4.0,-1.2360679774997887,5.236067977499789,0.0,0.0,True,reference_only
3,hardcoded_vqe,Hardcoded VQE (UCCSD),-1.2360679097817269,-1.2360679774997887,6.771806182470641e-08,19.589944750070572,0.9999999870670009,True,ok
3,qiskit_vqe,Qiskit VQE (UCCSD),-1.2360679395459395,-1.2360679774997887,3.7953849174598986e-08,84.69751341640949,0.9999999927514599,True,ok
3,adapt_uccsd_fixed,ADAPT-UCCSD (Fixed Sequence),4.0,-1.2360679774997887,5.236067977499789,5.9121662504039705,0.0,False,failed_fixed_uccsd_gate
3,adapt_uccsd_adapt,ADAPT-UCCSD (Adaptive),3.0,-1.2360679774997887,4.236067977499789,3.2998485839925706,0.1909830056250526,False,failed_adaptive_uccsd_gate
3,adapt_cse_adapt,ADAPT-CSE (Adaptive),2.999999999999999,-1.2360679774997887,4.236067977499788,3.053709666710347,0.19098300562505277,False,failed_cse_relative_improvement_gate
