L,method,method_label,energy,exact_energy,abs_delta_e,elapsed_s,gap_closure,gate_pass,gate_reason
2,exact,Exact (Sector),-0.8360571181551808,-0.8360571181551808,0.0,0.0,,True,reference_only
2,hf,Hartree-Fock Ref,4.5,-0.8360571181551808,5.336057118155181,0.0,0.0,True,reference_only
2,hardcoded_vqe,Hardcoded VQE (UCCSD),-0.8360571107052652,-0.8360571181551808,7.449915573332078e-09,0.20735525013878942,0.9999999986038539,True,ok
2,qiskit_vqe,Qiskit VQE (UCCSD),-0.8360571175951912,-0.8360571181551808,5.599896102381763e-10,3.0072595421224833,0.9999999998950554,True,ok
2,adapt_uccsd_fixed,ADAPT-UCCSD (Fixed Sequence),-0.5079365079365084,-0.8360571181551808,0.32812061021867245,19.148356624878943,0.9385087897387213,False,failed_fixed_uccsd_gate
2,adapt_uccsd_adapt,ADAPT-UCCSD (Adaptive),-0.5079365079364111,-0.8360571181551808,0.3281206102187697,22.77223054226488,0.9385087897387031,False,failed_adaptive_uccsd_gate
2,adapt_cse_adapt,ADAPT-CSE (Adaptive),-0.5063129706940825,-0.8360571181551808,0.32974414746109826,6.0822340827435255,0.9382045318931856,True,ok
3,exact,Exact (Sector),-1.2360679774997887,-1.2360679774997887,0.0,0.0,,True,reference_only
3,hf,Hartree-Fock Ref,4.0,-1.2360679774997887,5.236067977499789,0.0,0.0,True,reference_only
3,hardcoded_vqe,Hardcoded VQE (UCCSD),-1.2360679739525189,-1.2360679774997887,3.547269811221554e-09,6.972724750172347,0.9999999993225317,True,ok
3,qiskit_vqe,Qiskit VQE (UCCSD),-1.2360679395459395,-1.2360679774997887,3.7953849174598986e-08,54.126259417273104,0.9999999927514599,True,ok
3,adapt_uccsd_fixed,ADAPT-UCCSD (Fixed Sequence),-1.2213997768864533,-1.2360679774997887,0.014668200613335403,558.4157852907665,0.997198622959754,False,failed_fixed_uccsd_gate
3,adapt_uccsd_adapt,ADAPT-UCCSD (Adaptive),-0.9695602347656933,-1.2360679774997887,0.2665077427340954,56.32214224990457,0.9491015502702942,False,failed_adaptive_uccsd_gate
3,adapt_cse_adapt,ADAPT-CSE (Adaptive),-0.964712231458184,-1.2360679774997887,0.27135574604160473,28.39002445805818,0.9481756640273458,True,ok
